fileName,symbolicProp,attrNum,targetType,targetValueNum,obsNum,missingValueProp,entropy,multiinformation,mutinformation,algorithm,precise
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.491,3.494,13.232,randomForest,0.571
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.491,3.494,13.232,randomForest,0.5
C:/Users/Zh/Desktop/data/forestfires.csv,0.154,13,num,251,517,0.0,22.405,16.179,40.895,randomForest,-74.235
C:/Users/Zh/Desktop/data/forestfires.csv,0.154,13,num,251,517,0.0,22.405,16.179,40.895,GLMNET,-30.542
C:/Users/Zh/Desktop/data/chess.csv,1.0,37,Factor,2,3196,0.0,15.175,7.16,27.124,randomForest,0.978
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,24,0.0,6.477,3.668,13.604,randomForest,0.6
C:/Users/Zh/Desktop/data/machine.csv,0.2,10,int,116,209,0.0,15.462,10.388,41.66,randomForest,-38.193
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,randomForest,-0.095
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,24,0.0,6.477,3.668,13.604,randomForest,0.667
C:/Users/Zh/Desktop/data/glass.csv,0.0,11,int,6,214,0.0,15.505,10.217,34.86,MLP,-0.194
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,MLP,-2.029
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,MLP,-2.177
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,MLP,-2.172
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,randomForest,-2.089
C:/Users/Zh/Desktop/data/balance.csv,0.2,5,Factor,3,625,0.0,7.128,0.69,7.815,MLP,0.928
C:/Users/Zh/Desktop/data/balance.csv,0.2,5,Factor,3,625,0.0,7.128,0.69,7.815,MLP,0.936
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.548,12.067,29.59,GLMNET,0.868
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.768,12.286,30.089,MLP,0.878
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.721,12.239,29.967,randomForest,0.891
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,GLMNET,1
C:/Users/Zh/Desktop/data/sleep.txt,0.0,10,int,5,62,0.323,10.348,6.742,28.214,MLP,-0.347
C:/Users/Zh/Desktop/data/sleep.txt,0.0,10,int,5,62,0.323,10.043,6.449,27.148,MLP,-0.256
C:/Users/Zh/Desktop/data/sleep.txt,0.0,10,int,5,62,0.323,10.32,6.76,28.312,MLP,-0.223
C:/Users/Zh/Desktop/data/wine.csv,0.0,14,int,3,178,0.0,21.957,16.775,55.862,MLP,-0.121
C:/Users/Zh/Desktop/data/wine.csv,0.0,14,int,3,178,0.0,21.957,16.775,55.862,MLP,-0.096
C:/Users/Zh/Desktop/data/wine.csv,0.0,14,int,3,178,0.0,21.957,16.775,55.862,randomForest,-0.121
C:/Users/Zh/Desktop/data/wine.csv,0.0,14,int,3,178,0.0,21.957,16.775,55.862,MLP,-0.066
C:/Users/Zh/Desktop/data/sleep.txt,0.0,10,int,5,62,0.323,10.57,6.899,28.131,MLP,-0.357
C:/Users/Zh/Desktop/data/sleep.txt,0.0,10,int,5,62,0.323,9.396,5.836,24.998,MLP,-0.235
C:/Users/Zh/Desktop/data/sleep.txt,0.0,10,int,5,62,0.323,10.398,6.805,28.855,MLP,-0.309
C:/Users/Zh/Desktop/data/sleep.txt,0.0,10,int,5,62,0.323,10.457,6.852,30.147,MLP,-0.262
C:/Users/Zh/Desktop/data/sleep.txt,0.0,10,int,5,62,0.323,10.73,7.071,29.042,MLP,-0.243
C:/Users/Zh/Desktop/data/imports-85.csv,0.385,26,int,187,205,0.224,30.917,25.944,135.694,randomForest,-2027.373
C:/Users/Zh/Desktop/data/imports-85.csv,0.385,26,int,187,205,0.224,31.148,26.178,136.482,MLP,-3985.356
C:/Users/Zh/Desktop/data/imports-85.csv,0.385,26,int,187,205,0.224,31.385,26.424,137.942,GLMNET,-3069.358
C:/Users/Zh/Desktop/data/imports-85.csv,0.385,26,int,187,205,0.224,31.221,26.26,137.862,randomForest,-1970.855
C:/Users/Zh/Desktop/data/imports-85.csv,0.385,26,int,187,205,0.224,30.882,25.929,135.708,randomForest,-1808.759
C:/Users/Zh/Desktop/data/diagnosis.csv,0.875,8,Factor,2,120,0.0,5.998,3.232,12.164,randomForest,1
C:/Users/Zh/Desktop/data/diagnosis.csv,0.875,8,Factor,2,120,0.0,5.998,3.232,12.164,randomForest,1
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.568,7.905,35.499,randomForest,-2.11
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.552,7.889,35.555,GLMNET,-3.202
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.564,7.898,35.424,GLMNET,-3.391
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.606,7.919,35.572,MLP,-2.899
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.568,7.905,35.499,randomForest,-2.426
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.372,7.712,34.963,MLP,-2.305
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.566,7.903,35.424,MLP,-2.343
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.546,7.9,35.772,randomForest,-2.393
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.564,7.898,35.424,randomForest,-2.271
C:/Users/Zh/Desktop/data/dermatology.csv,0.0,35,int,6,366,0.022,29.522,23.641,120.206,MLP,-0.25
C:/Users/Zh/Desktop/data/dermatology.csv,0.0,35,int,6,366,0.022,29.367,23.487,119.93,randomForest,-0.22
C:/Users/Zh/Desktop/data/dermatology.csv,0.0,35,int,6,366,0.022,29.403,23.523,119.728,randomForest,-0.318
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,GLMNET,-48.586
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,MLP,-54.764
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,GLMNET,-87.933
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,GLMNET,-36.774
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-36.35
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,GLMNET,-53.32
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,GLMNET,-86.03
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-26.582
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,GLMNET,-39.896
C:/Users/Zh/Desktop/data/transfusion.csv,0.0,5,int,2,748,0.0,8.541,3.239,15.187,randomForest,-0.39
C:/Users/Zh/Desktop/data/transfusion.csv,0.0,5,int,2,748,0.0,8.541,3.239,15.187,MLP,-0.382
C:/Users/Zh/Desktop/data/transfusion.csv,0.0,5,int,2,748,0.0,8.541,3.239,15.187,MLP,-0.366
C:/Users/Zh/Desktop/data/transfusion.csv,0.0,5,int,2,748,0.0,8.541,3.239,15.187,MLP,-0.387
C:/Users/Zh/Desktop/data/transfusion.csv,0.0,5,int,2,748,0.0,8.541,3.239,15.187,MLP,-0.372
C:/Users/Zh/Desktop/data/libras.csv,0.0,91,int,15,360,0.0,177.019,171.248,2138.117,MLP,-1.967
C:/Users/Zh/Desktop/data/libras.csv,0.0,91,int,15,360,0.0,177.019,171.248,2138.117,GLMNET,-3.798
C:/Users/Zh/Desktop/data/libras.csv,0.0,91,int,15,360,0.0,177.019,171.248,2138.117,MLP,-2.031
C:/Users/Zh/Desktop/data/libras.csv,0.0,91,int,15,360,0.0,177.019,171.248,2138.117,randomForest,-1.897
C:/Users/Zh/Desktop/data/libras.csv,0.0,91,int,15,360,0.0,177.019,171.248,2138.117,randomForest,-2.186
C:/Users/Zh/Desktop/data/libras.csv,0.011,91,Factor,15,360,0.0,177.019,171.248,2138.117,MLP,0.819
C:/Users/Zh/Desktop/data/libras.csv,0.0,91,int,15,360,0.0,177.019,171.248,2138.117,MLP,-2.065
C:/Users/Zh/Desktop/data/bands.csv,0.4,40,Factor,2,540,0.487,45.633,40.009,124.075,randomForest,0.759
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,24,0.0,6.477,3.668,14.003,MLP,0.8
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,24,0.0,6.477,3.668,14.003,randomForest,0.857
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,randomForest,-0.092
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,MLP,-0.13
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,GLMNET,-0.12
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,randomForest,-0.091
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,randomForest,-0.083
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,GLMNET,-0.099
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,GLMNET,-0.11
C:/Users/Zh/Desktop/data/flags.csv,0.103,29,int,8,194,0.0,24.134,18.873,57.377,randomForest,-1.547
C:/Users/Zh/Desktop/data/flags.csv,0.103,29,int,8,194,0.0,24.134,18.873,57.377,randomForest,-1.393
C:/Users/Zh/Desktop/data/flags.csv,0.103,29,int,8,194,0.0,24.134,18.873,57.377,randomForest,-1.55
C:/Users/Zh/Desktop/data/glass.csv,0.0,11,int,6,214,0.0,15.505,10.217,34.86,randomForest,-0.539
C:/Users/Zh/Desktop/data/glass.csv,0.0,11,int,6,214,0.0,15.505,10.217,34.86,MLP,-0.42
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,randomForest,-0.493
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,randomForest,-0.494
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,randomForest,-0.499
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,randomForest,-0.482
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,MLP,-0.479
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,MLP,-0.551
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,GLMNET,-0.56
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,GLMNET,-0.525
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,GLMNET,-0.515
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,GLMNET,-0.559
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,randomForest,-0.449
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,randomForest,-0.423
C:/Users/Zh/Desktop/data/hayes.csv,0.0,5,int,3,132,0.0,5.888,1.683,7.652,MLP,-0.48
C:/Users/Zh/Desktop/data/echocardiogram.csv,0.0,10,num,54,132,0.197,13.153,8.489,21.134,randomForest,-14.15
C:/Users/Zh/Desktop/data/echocardiogram.csv,0.0,10,num,54,132,0.197,13.638,8.975,22.543,MLP,-9.314
C:/Users/Zh/Desktop/data/echocardiogram.csv,0.0,10,num,54,132,0.197,13.137,8.474,21.543,MLP,-12.975
C:/Users/Zh/Desktop/data/echocardiogram.csv,0.0,10,num,54,132,0.197,13.396,8.732,21.721,MLP,-16.518
C:/Users/Zh/Desktop/data/echocardiogram.csv,0.0,10,num,54,132,0.197,13.892,9.229,23.357,MLP,-13.277
C:/Users/Zh/Desktop/data/echocardiogram.csv,0.0,10,num,54,132,0.197,14.027,9.364,24.037,MLP,-11.417
C:/Users/Zh/Desktop/data/banknote.csv,0.0,5,int,2,1372,0.0,10.278,3.987,15.77,MLP,-0.081
C:/Users/Zh/Desktop/data/banknote.csv,0.0,5,int,2,1372,0.0,10.278,3.987,15.77,MLP,-0.086
C:/Users/Zh/Desktop/data/winequality-red.csv,0.0,12,int,6,1599,0.0,27.295,20.141,41.025,randomForest,-0.593
C:/Users/Zh/Desktop/data/winequality-red.csv,0.083,12,Factor,6,1599,0.0,27.295,20.141,41.025,randomForest,0.716
C:/Users/Zh/Desktop/data/winequality-red.csv,0.0,12,int,6,1599,0.0,27.295,20.141,41.025,randomForest,-0.571
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,24,0.0,6.481,3.671,13.533,randomForest,0.8
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,24,0.0,6.481,3.671,13.533,GLMNET,0.667
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,24,0.0,6.481,3.671,13.533,randomForest,1
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,24,0.0,6.481,3.671,13.533,MLP,0.6
C:/Users/Zh/Desktop/data/car.csv,1.0,7,Factor,4,1728,0.0,8.135,0.68,8.851,MLP,0.983
C:/Users/Zh/Desktop/data/car.csv,1.0,7,Factor,4,1728,0.0,8.135,0.68,8.851,MLP,0.986
C:/Users/Zh/Desktop/data/winequality-red.csv,0.0,12,int,6,1599,0.0,27.295,20.141,41.025,randomForest,-0.581
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.719,12.238,30.039,randomForest,0.871
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.759,12.278,30.044,GLMNET,0.905
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.617,12.136,29.832,GLMNET,0.875
C:/Users/Zh/Desktop/data/selfNoise.csv,0.0,6,num,1456,1503,0.0,12.496,5.37,19.04,MLP,-2.922
C:/Users/Zh/Desktop/data/selfNoise.csv,0.0,6,num,1456,1503,0.0,12.496,5.37,19.04,MLP,-2.515
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,GLMNET,0.759
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.65
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,MLP,0.545
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.875
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,MLP,0.682
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.654
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.714
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.9
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.789
C:/Users/Zh/Desktop/data/votes.csv,1.0,17,Factor,2,435,0.467,10.885,6.198,42.266,MLP,0.957
C:/Users/Zh/Desktop/data/votes.csv,1.0,17,Factor,2,435,0.467,10.885,6.198,42.266,GLMNET,1
C:/Users/Zh/Desktop/data/votes.csv,1.0,17,Factor,2,435,0.467,10.885,6.198,42.266,MLP,0.957
C:/Users/Zh/Desktop/data/votes.csv,1.0,17,Factor,2,435,0.467,10.885,6.198,42.266,GLMNET,0.982
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-30.491
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-22.83
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-72.267
